0.000000 	 0.000000 	 0.000000 	
0.000000 	 0.052632 	 0.028558 	
0.000000 	 0.105263 	 0.079512 	
0.000000 	 0.157895 	 0.134952 	
0.000000 	 0.210526 	 0.190941 	
0.000000 	 0.263158 	 0.247005 	
0.000000 	 0.315789 	 0.303141 	
0.000000 	 0.368421 	 0.359343 	
0.000000 	 0.421053 	 0.415589 	
0.000000 	 0.473684 	 0.471861 	
0.000000 	 0.526316 	 0.528140 	
0.000000 	 0.578947 	 0.584411 	
0.000000 	 0.631579 	 0.640658 	
0.000000 	 0.684211 	 0.696859 	
0.000000 	 0.736842 	 0.752995 	
0.000000 	 0.789474 	 0.809060 	
0.000000 	 0.842105 	 0.865049 	
0.000000 	 0.894737 	 0.920488 	
0.000000 	 0.947368 	 0.971442 	
0.000000 	 1.000000 	 1.000000 	
0.102041 	 0.000000 	 0.000000 	
0.102041 	 0.052632 	 0.026228 	
0.102041 	 0.105263 	 0.076102 	
0.102041 	 0.157895 	 0.131893 	
0.102041 	 0.210526 	 0.188603 	
0.102041 	 0.263158 	 0.245310 	
0.102041 	 0.315789 	 0.301951 	
0.102041 	 0.368421 	 0.358553 	
0.102041 	 0.421053 	 0.415138 	
0.102041 	 0.473684 	 0.471714 	
0.102041 	 0.526316 	 0.528287 	
0.102041 	 0.578947 	 0.584863 	
0.102041 	 0.631579 	 0.641447 	
0.102041 	 0.684211 	 0.698050 	
0.102041 	 0.736842 	 0.754690 	
0.102041 	 0.789474 	 0.811398 	
0.102041 	 0.842105 	 0.868108 	
0.102041 	 0.894737 	 0.923898 	
0.102041 	 0.947368 	 0.973773 	
0.102041 	 1.000000 	 1.000000 	
0.204082 	 0.000000 	 0.000000 	
0.204082 	 0.052632 	 0.019235 	
0.204082 	 0.105263 	 0.065871 	
0.204082 	 0.157895 	 0.122715 	
0.204082 	 0.210526 	 0.181588 	
0.204082 	 0.263158 	 0.240226 	
0.204082 	 0.315789 	 0.298379 	
0.204082 	 0.368421 	 0.356185 	
0.204082 	 0.421053 	 0.413783 	
0.204082 	 0.473684 	 0.471273 	
0.204082 	 0.526316 	 0.528728 	
0.204082 	 0.578947 	 0.586217 	
0.204082 	 0.631579 	 0.643816 	
0.204082 	 0.684211 	 0.701622 	
0.204082 	 0.736842 	 0.759775 	
0.204082 	 0.789474 	 0.818413 	
0.204082 	 0.842105 	 0.877286 	
0.204082 	 0.894737 	 0.934129 	
0.204082 	 0.947368 	 0.980765 	
0.204082 	 1.000000 	 1.000000 	
0.306122 	 0.000000 	 0.000000 	
0.306122 	 0.052632 	 0.015518 	
0.306122 	 0.105263 	 0.057319 	
0.306122 	 0.157895 	 0.112931 	
0.306122 	 0.210526 	 0.173007 	
0.306122 	 0.263158 	 0.233525 	
0.306122 	 0.315789 	 0.293477 	
0.306122 	 0.368421 	 0.352860 	
0.306122 	 0.421053 	 0.411857 	
0.306122 	 0.473684 	 0.470642 	
0.306122 	 0.526316 	 0.529359 	
0.306122 	 0.578947 	 0.588144 	
0.306122 	 0.631579 	 0.647141 	
0.306122 	 0.684211 	 0.706524 	
0.306122 	 0.736842 	 0.766476 	
0.306122 	 0.789474 	 0.826994 	
0.306122 	 0.842105 	 0.887070 	
0.306122 	 0.894737 	 0.942682 	
0.306122 	 0.947368 	 0.984482 	
0.306122 	 1.000000 	 1.000000 	
0.408163 	 0.000000 	 0.000000 	
0.408163 	 0.052632 	 0.013634 	
0.408163 	 0.105263 	 0.051405 	
0.408163 	 0.157895 	 0.104681 	
0.408163 	 0.210526 	 0.164784 	
0.408163 	 0.263158 	 0.226592 	
0.408163 	 0.315789 	 0.288181 	
0.408163 	 0.368421 	 0.349178 	
0.408163 	 0.421053 	 0.409695 	
0.408163 	 0.473684 	 0.469930 	
0.408163 	 0.526316 	 0.530072 	
0.408163 	 0.578947 	 0.590307 	
