0.000000 	 0.000000
0.299580 	 0.052632
0.569661 	 0.105263
0.803849 	 0.157895
1.001986 	 0.210526
1.164354 	 0.263158
1.291711 	 0.315789
1.385220 	 0.368421
1.446216 	 0.421053
1.475886 	 0.473684
1.474964 	 0.526316
1.443554 	 0.578947
1.381139 	 0.631579
1.286733 	 0.684211
1.159117 	 0.736842
0.997082 	 0.789474
0.799675 	 0.842105
0.566466 	 0.894737
0.297727 	 0.947368
0.000000 	 1.000000
